mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,20,21,32,75,76,100,101,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,9.154901959985745,7.33,10.15,2.315,1.962,0.704,0.156,0.483,0.419,0.372,0.319,0.177,0.231,0.393,0.182,0.424,0.371,0.383,8,0.0629267,5.694,4.022,1.202,0.382378,12.2892879,43.087166,108.403191,108.100281
2,9.30102999566398,6.16,220.215,2.661,2.494,0.977,0.156,0.847,0.422,0.362,0.215,0.188,0.217,0.351,0.173,0.544,0.434,0.529,8,0.0496067,5.152,4.329,1.207,0.368787,9.78922667,51.40625,256.290466,81.985931
3,6.214670164989233,8.02,13.702,2.678,1.9,0.75,0.151,0.484,0.466,0.408,0.205,0.177,0.245,0.313,0.313,0.452,0.313,0.433,2,0.1461228,5.498,3.007,1.065,0.418777,6.16953512,48.255413,119.265541,166.521545
4,7.920818753952375,7.72,334.451,56.813,3.814,0.847,0.151,0.69,0.101,0.459,0.045,0.269,0.315,0.035,0.372,0.417,0.298,0.3,7,0.0311915,5.856,3.247,1.196,0.41396,10.7252502,37.225166,248.484772,103.587944
6,7.823908740944319,3.12,12.426,2.512,1.78,0.743,0.156,0.534,0.475,0.42,0.281,0.143,0.227,0.469,0.218,0.476,0.33,0.454,7,0.182692,5.742,3.212,1.158,0.392634,7.12060498,30.628536,250.158371,86.841209
7,7.207608310501746,7.43,10.078,2.817,2.425,0.658,0.158,0.565,0.476,0.472,0.257,0.218,0.293,0.384,0.292,0.505,0.342,0.449,6,0.1783145,5.296,2.939,1.159,0.367189,9.39111374,32.701149,355.082733,123.362091
8,8.619788758288394,0.95,117.316,6.732,2.624,0.926,0.153,0.115,0.466,0.438,0.554,0.21,0.275,0.622,0.378,0.34,0.298,0.351,5,0.1671738,5.433,3.417,1.125,0.419505,9.35071295,55.860428,236.250519,113.970558
9,7.341988603342887,3.55,328.824,157.085,3.588,0.672,0.165,0.951,0.353,0.447,0.176,0.18,0.272,0.193,0.273,0.584,0.457,0.485,6,0.0412379,4.259,3.315,1.193,0.305933,9.36583749,19.688496,225.380508,41.527916
10,8.698970004336019,4.29,231.515,67.507,2.795,0.767,0.155,0.738,0.096,0.471,0.005,0.11,0.308,0.026,0.377,0.435,0.333,0.396,8,0.1266445,5.4,4.614,1.134,0.436508,7.75336231,47.416168,250.200333,94.961693
12,7.744727494896693,3.9,12.443,3.173,1.626,0.722,0.154,0.491,0.462,0.448,0.239,0.196,0.265,0.363,0.252,0.467,0.322,0.429,9,0.2067483,5.77,3.778,1.225,0.403456,6.26273464,81.51239,230.143021,145.149246
13,7.552841968657781,1.47,14.724,2.427,1.133,0.805,0.153,0.541,0.417,0.315,0.234,0.166,0.186,0.459,0.155,0.424,0.306,0.422,7,0.1265508,5.516,3.676,1.182,0.402313,8.79801672,38.677326,258.097656,74.746124
14,8.017728766960431,3.69,76.365,3.851,2.712,0.921,0.153,0.128,0.486,0.392,0.492,0.196,0.27,0.537,0.388,0.335,0.261,0.327,7,0.1077996,5.659,4.006,1.257,0.412289,12.872283,45.036839,283.01474,102.519554
15,8.920818753952375,7.32,10.26,2.737,0.909,0.738,0.16,0.508,0.367,0.305,0.214,0.082,0.139,0.418,0.127,0.394,0.317,0.377,6,0.0266869,4.827,4.258,1.389,0.374667,13.2991699,28.448574,249.042816,72.250809
16,7.301029995663981,2.52,9.775,2.571,1.099,0.727,0.159,0.533,0.411,0.302,0.271,0.065,0.135,0.465,0.135,0.415,0.283,0.408,7,0.087005,4.861,3.281,1.158,0.338389,9.11719622,17.91626,219.8302,79.70562
17,8.537602002101044,9.87,50.859,7.918,3.247,0.82,0.159,0.06,0.487,0.449,0.004,0.11,0.322,0.999,0.316,0.332,0.045,0.443,7,0.1034506,4.97,3.417,1.146,0.375978,7.48537644,65.204315,283.827698,103.848679
19,7.494850021680094,9.96,101.182,14.791,1.48,0.861,0.153,0.142,0.491,0.314,0.358,0.096,0.16,0.596,0.17,0.316,0.165,0.278,9,0.0892553,5.762,4.055,1.187,0.417425,9.88258477,59.717049,299.756348,92.518227
20,7.657577319177793,3.59,16.223,3.289,1.359,0.777,0.147,0.558,0.48,0.3,0.258,0.123,0.169,0.484,0.162,0.446,0.327,0.462,10,0.0816473,6.279,4.261,1.155,0.440066,9.65506367,52.330933,281.26236,193.033524
21,7.958607314841775,9.87,18.696,2.584,1.047,0.837,0.149,0.575,0.431,0.364,0.237,0.113,0.174,0.464,0.175,0.457,0.315,0.457,9,0.1157408,6.286,4.158,1.233,0.455253,10.2131132,51.89957,285.050262,122.421471
22,7.017728766960431,0.46,6.421,3.229,0.903,0.608,0.162,0.543,0.489,0.301,0.293,0.053,0.123,0.474,0.116,0.444,0.291,0.412,8,0.0271244,4.528,3.349,1.188,0.297894,9.36574266,27.793365,278.500641,84.363525
23,8.080921907623926,1.7,317.993,4.622,2.182,0.979,0.153,0.939,0.418,0.394,0.309,0.207,0.262,0.508,0.313,0.584,0.502,0.583,10,0.1445563,5.317,3.998,1.379,0.350574,14.815784,44.85062,265.14917,140.17189
24,8.769551078621726,8.22,137.17,2.52,2.25,0.966,0.156,0.3,0.418,0.359,0.592,0.147,0.216,0.579,0.231,0.359,0.358,0.398,7,0.1019933,5.29,4.277,1.104,0.375011,5.98792594,37.414742,271.546143,85.907845
25,7.481486060122112,7.96,10.823,2.71,0.927,0.748,0.156,0.503,0.416,0.294,0.21,0.056,0.116,0.282,0.116,0.404,0.349,0.488,7,0.0261817,5.185,3.247,1.214,0.399671,10.6097106,44.513187,277.87854,103.413521
27,7.958607314841775,7.49,16.004,2.743,1.079,0.807,0.153,0.543,0.368,0.349,0.259,0.075,0.151,0.398,0.162,0.42,0.304,0.411,9,0.0720611,5.685,4.017,1.308,0.429552,12.9328796,52.126968,282.314209,73.015106
28,8.031517051446064,6.75,16.526,2.42,0.787,0.837,0.153,0.529,0.398,0.319,0.262,0.056,0.127,0.459,0.14,0.415,0.29,0.409,7,0.0933015,5.105,3.554,1.181,0.426138,10.1403649,28.424942,1135.46521,78.473366
30,8.229147988357855,3.19,136.197,4.745,1.04,0.959,0.151,0.286,0.35,0.357,0.307,0.133,0.189,0.356,0.248,0.331,0.255,0.266,8,0.1251266,6.313,4.784,1.155,0.508532,11.1046673,52.141777,270.609497,77.662384
31,8.568636235841012,6.5,26.422,9.06,2.331,0.699,0.156,0.043,0.378,0.371,0.613,0.187,0.258,0.056,0.424,0.264,0.308,0.171,11,0.0627308,5.706,4.423,1.223,0.424029,9.3652615,36.622543,273.438263,49.411369
32,8.022276394711152,6.97,405.631,45.504,9.372,0.881,0.156,0.92,0.065,0.418,0.051,0.342,0.346,0.029,0.342,0.468,0.463,0.46,12,0.0445165,5.534,4.315,1.275,0.422176,12.3266529,28.06192,256.3396,67.79155
33,7.886056647693163,3.64,245.72,3.957,2.296,0.975,0.154,0.971,0.447,0.391,0.232,0.173,0.243,0.37,0.239,0.603,0.449,0.516,8,0.1528437,5.614,4.146,1.135,0.388567,7.9374109,33.2672,267.66217,95.502884
34,8.494850021680094,6.88,323.145,147.973,3.469,0.681,0.159,0.651,0.3,0.392,0.277,0.212,0.276,0.164,0.304,0.448,0.36,0.372,9,0.1454241,5.3,4.076,1.216,0.37836,11.0340387,31.233038,264.50058,80.664345
35,7.045757490560675,7.87,7.063,3.786,1.031,0.595,0.16,0.521,0.454,0.286,0.25,0.115,0.135,0.395,0.267,0.42,0.276,0.409,6,0.04116,4.539,3.06,1.243,0.310135,11.6633067,45.260048,223.770874,64.911629
36,8.585026652029182,0.99,13.905,3.602,0.794,0.76,0.154,0.426,0.34,0.285,0.183,0.058,0.12,0.309,0.117,0.35,0.237,0.319,13,0.0549222,5.493,4.351,1.134,0.416664,9.8637,25.105206,248.054474,72.74836
37,8.214670164989233,4.85,26.868,4.621,3.538,0.767,0.155,0.051,0.282,0.405,0.121,0.002,0.177,0.084,0.293,0.246,0.053,0.14,8,0.0682227,5.387,3.983,1.182,0.395684,10.2198392,49.800175,269.865356,58.212296
38,8.346787486224656,5.46,297.743,4.7,2.326,0.977,0.154,0.596,0.455,0.473,0.292,0.224,0.339,0.459,0.37,0.508,0.396,0.43,9,0.126873,5.733,4.327,1.118,0.424666,7.13207141,48.626244,263.468994,55.440784
39,8.823908740944319,1.72,239.868,5.673,1.471,0.971,0.153,0.58,0.518,0.412,0.354,0.162,0.231,0.507,0.234,0.504,0.332,0.383,11,0.1477497,5.703,4.34,1.11,0.424562,6.42576471,38.375656,274.421509,62.855968
40,8.698970004336019,8.12,330.51,221.069,2.946,0.596,0.162,0.594,0.399,0.312,0.168,0.369,0.233,0.207,0.622,0.435,0.431,0.512,7,0.0413648,4.771,3.349,1.231,0.301643,8.77164677,19.180813,255.55661,49.245869
41,6.823908740944319,7.62,176.373,6.721,0.652,0.96,0.162,0.505,0.514,0.291,0.431,0.075,0.122,0.443,0.173,0.437,0.378,0.389,7,0.0280856,4.361,3.212,1.166,0.309232,9.03466011,28.267347,215.311142,65.762756
42,8.55284196865778,2.48,7.082,3.915,0.609,0.61,0.163,0.54,0.48,0.25,0.234,0.073,0.111,0.39,0.13,0.424,0.266,0.373,6,0.0230491,4.474,3.432,1.136,0.310102,8.33798466,26.235842,219.449493,76.649429
43,7.744727494896693,3.34,6.037,4.121,0.974,0.542,0.165,0.526,0.423,0.301,0.214,0.051,0.121,0.337,0.113,0.417,0.249,0.352,4,0.0434174,4.552,3.398,1.141,0.301798,8.19214162,21.594896,231.338898,55.242165
44,8.886056647693163,7.78,7.606,3.293,0.845,0.648,0.162,0.531,0.467,0.276,0.263,0.053,0.114,0.447,0.116,0.425,0.268,0.386,4,0.0774292,4.762,2.597,1.172,0.309032,9.48898097,31.854265,234.917252,62.183453
45,9.045757490560677,7.02,273.081,90.069,3.482,0.745,0.156,0.325,0.19,0.381,0.471,0.246,0.289,0.177,0.306,0.299,0.385,0.319,7,0.0875545,5.298,4.272,1.087,0.394031,6.47791574,38.876541,258.256317,96.107452
46,8.886056647693163,4.76,15.759,3.507,0.897,0.782,0.151,0.48,0.384,0.274,0.193,0.062,0.121,0.319,0.121,0.38,0.271,0.375,4,0.1331916,6.136,3.383,1.172,0.442207,10.2241749,60.750092,254.859818,126.361618
47,8.0,1.11,242.827,3.425,1.059,0.982,0.162,0.661,0.482,0.346,0.28,0.155,0.205,0.294,0.275,0.496,0.465,0.444,7,0.081618,4.435,3.281,1.138,0.305515,8.24553428,20.7911,211.848862,68.562569
49,9.221848749616356,2.17,227.852,114.354,24.355,0.622,0.151,0.754,0.174,0.048,0.041,0.002,0.009,0.086,0.024,0.326,0.25,0.247,6,0.1464308,6.177,4.053,1.137,0.414122,4.35542882,49.804268,329.559326,90.842361
50,8.522878745280337,1.35,8.815,6.131,0.907,0.556,0.154,0.367,0.499,0.337,0.315,0.083,0.16,0.447,0.179,0.401,0.257,0.355,8,0.0336459,5.41,3.436,1.068,0.364895,5.11258802,50.056725,270.015167,96.02388
51,8.481486060122112,6.64,7.064,6.246,1.434,0.479,0.153,0.392,0.451,0.418,0.323,0.21,0.271,0.35,0.223,0.42,0.309,0.39,9,0.1133818,5.717,3.498,1.133,0.352843,9.01588492,27.462318,281.671326,91.055527
52,8.275724130399212,1.71,99.465,5.415,4.479,0.91,0.156,0.12,0.382,0.381,0.717,0.211,0.323,0.663,0.278,0.295,0.343,0.335,7,0.0551334,5.656,3.847,1.127,0.371469,3.30558479,49.986706,270.081451,93.072617
53,8.67778070526608,5.29,11.601,5.721,0.961,0.635,0.152,0.431,0.431,0.313,0.256,0.09,0.15,0.443,0.153,0.392,0.279,0.329,9,0.1409019,5.601,3.873,1.162,0.411639,6.29296491,41.817635,265.173218,46.537628
54,8.585026652029182,2.41,7.621,5.634,1.247,0.526,0.154,0.422,0.446,0.447,0.278,0.221,0.279,0.42,0.224,0.438,0.302,0.38,10,0.1442781,5.555,3.654,1.108,0.349214,7.9443071,50.055126,261.670044,63.377014
55,8.585026652029182,2.47,11.523,5.581,0.797,0.644,0.153,0.381,0.435,0.266,0.367,0.047,0.11,0.432,0.121,0.361,0.248,0.313,8,0.1072078,5.912,3.608,1.278,0.395675,13.4989526,36.164192,271.296722,41.123543
56,8.0,7.56,31.608,6.085,1.385,0.809,0.155,0.036,0.448,0.328,0.014,0.05,0.16,0.378,0.175,0.271,0.024,0.19,6,0.0936992,5.109,3.607,1.139,0.348822,8.81532245,45.060379,244.776871,62.382805
