mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,20,21,31,32,75,76,100,101,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,9.154901959985745,4.95,10.362,2.019,1.903,0.725,0.156,0.449,0.438,0.519,0.264,0.171,0.295,0.291,0.414,0.222,0.469,0.351,0.384,7,0.0921357,5.402,3.885,1.199,0.383478,11.2087296,50.79987,86.311638,112.605125
2,9.30102999566398,8.3,7.471,3.003,2.172,0.591,0.156,0.512,0.505,0.522,0.382,0.199,0.399,0.313,0.436,0.204,0.513,0.398,0.425,8,0.1105573,5.155,4.155,1.218,0.345628,12.7622281,41.840195,289.254669,72.512642
3,6.214670164989233,3.28,358.618,4.45,2.107,0.982,0.151,0.846,0.43,0.391,0.252,0.167,0.314,0.228,0.295,0.287,0.555,0.408,0.471,3,0.1460481,5.71,2.871,1.066,0.41288,6.26107867,31.987114,95.170815,167.161362
4,7.920818753952375,8.4,299.013,21.955,3.367,0.922,0.151,0.585,0.027,0.507,0.001,0.3,0.006,0.353,0.009,0.367,0.373,0.263,0.305,4,0.1611815,5.917,3.281,1.2,0.383393,10.7421313,90.419449,274.748474,107.245544
6,7.823908740944319,7.45,88.611,8.724,2.14,0.891,0.156,0.121,0.509,0.454,0.655,0.194,0.612,0.275,0.779,0.333,0.361,0.322,0.387,5,0.1698217,5.277,3.247,1.128,0.403433,7.40110133,48.717831,228.856537,82.431938
7,7.207608310501746,0.86,351.574,3.925,1.272,0.985,0.158,0.938,0.505,0.448,0.288,0.133,0.352,0.206,0.411,0.268,0.631,0.466,0.552,4,0.0645551,4.748,3.178,1.124,0.379738,8.64262446,34.020012,345.490326,169.830643
8,8.619788758288394,9.53,14.182,2.777,1.03,0.788,0.153,0.498,0.427,0.316,0.257,0.082,0.289,0.148,0.426,0.146,0.414,0.3,0.42,7,0.1687661,5.255,3.315,1.176,0.416935,9.4186906,50.257229,249.930923,135.744308
9,7.341988603342887,2.51,235.569,97.15,2.597,0.703,0.165,0.663,0.146,0.462,0.086,0.375,0.073,0.385,0.06,0.233,0.423,0.353,0.266,7,0.0494113,4.536,3.178,1.183,0.308006,8.83775693,27.037004,239.252716,65.380119
10,8.698970004336019,6.54,159.707,6.688,1.023,0.954,0.155,0.192,0.378,0.319,0.308,0.096,0.334,0.165,0.329,0.129,0.296,0.218,0.227,7,0.1388395,5.562,4.545,1.13,0.437337,7.56434027,48.503693,263.316223,76.175949
12,7.744727494896693,0.06,9.831,3.847,1.806,0.635,0.154,0.503,0.477,0.525,0.22,0.3,0.309,0.331,0.383,0.395,0.502,0.345,0.459,9,0.0313549,5.483,3.335,1.028,0.371324,15.2985531,37.538071,218.491684,181.33432
