mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,101,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,9.154901959985745,5.22,94.06,4.962,1.804,0.933,0.156,0.124,0.382,0.39,0.12,0.452,0.263,0.423,0.297,0.678,0.237,0.278,0.328,8,0.0764121,5.191,4.056,1.198,0.372035,8.45202917,51.125244,124.410202,108.750214
2,9.30102999566398,4.46,8.115,3.067,2.315,0.601,0.158,0.493,0.385,0.342,0.72,0.271,0.197,0.308,0.233,0.417,0.151,0.396,0.394,10,0.0475148,5.605,4.33,1.198,0.373115,10.16868,52.518166,291.521362,72.706169
3,6.214670164989233,7.64,21.571,13.041,1.872,0.591,0.151,0.031,0.501,0.412,0.528,0.001,0.195,0.008,0.252,0.017,0.413,0.242,0.2,5,0.1432614,6.148,3.007,1.065,0.427798,6.06715975,67.093758,100.563972,158.045715
4,7.920818753952375,1.75,22.656,9.955,2.482,0.646,0.151,0.039,0.387,0.418,0.241,0.002,0.236,0.014,0.277,0.033,0.433,0.16,0.174,7,0.0514041,5.788,3.144,1.14,0.41765,10.3974358,32.853645,286.355347,99.805916
6,7.823908740944319,3.12,12.426,2.512,1.78,0.743,0.156,0.534,0.475,0.42,0.566,0.281,0.143,0.327,0.227,0.469,0.218,0.33,0.454,7,0.182692,5.742,3.212,1.158,0.392634,7.12060498,30.628536,250.158371,86.841209
7,7.207608310501746,1.84,10.761,2.687,2.228,0.686,0.158,0.555,0.472,0.421,0.54,0.261,0.199,0.303,0.262,0.429,0.283,0.333,0.458,3,0.1657678,5.22,3.144,1.149,0.372949,9.32336645,62.129356,335.298309,133.651566
8,8.619788758288394,0.95,117.316,6.732,2.624,0.926,0.153,0.115,0.466,0.438,0.131,0.554,0.21,0.549,0.275,0.622,0.378,0.298,0.351,5,0.1671738,5.433,3.417,1.125,0.419505,9.35071295,55.860428,236.250519,113.970558
9,7.341988603342887,3.55,328.824,157.085,3.588,0.672,0.165,0.951,0.353,0.447,1.015,0.176,0.18,0.22,0.272,0.193,0.273,0.457,0.485,6,0.0412379,4.259,3.315,1.193,0.305933,9.36583749,19.688496,225.380508,41.527916
10,8.698970004336019,9.2,15.162,2.386,0.978,0.818,0.155,0.483,0.414,0.296,0.617,0.236,0.089,0.278,0.145,0.392,0.145,0.314,0.439,10,0.1304867,5.763,4.511,1.13,0.440961,7.30693686,59.780159,228.16748,99.576355
12,7.744727494896693,4.48,13.115,3.313,1.389,0.736,0.154,0.515,0.445,0.39,0.568,0.234,0.196,0.286,0.234,0.369,0.208,0.333,0.43,7,0.2001172,6.042,3.676,1.209,0.412377,6.37652972,34.776737,232.255325,138.166534
