mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,20,21,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
133,5.494850021680094,2.89,7.68,3.438,1.837,0.593,0.158,0.477,0.421,0.37,0.195,0.197,0.244,0.365,0.383,0.423,0.332,8,0.108624,5.218,3.52,1.301,0.342544,13.0872917,63.884476,89.217079,56.72176
134,5.552841968657781,8.73,298.977,2.322,0.794,0.99,0.169,0.962,0.437,0.385,0.201,0.158,0.197,0.409,0.185,0.595,0.422,7,0.038045,4.64,2.675,1.411,0.326489,13.7278424,34.847607,83.445686,69.696472
135,5.920818753952375,9.3,9.867,2.108,1.413,0.737,0.163,0.556,0.34,0.28,0.203,0.138,0.152,0.425,0.285,0.392,0.32,8,0.0608936,4.903,3.559,1.507,0.346953,16.2783448,28.703911,89.570259,101.254303
136,6.049148541111453,9.14,367.64,94.385,1.642,0.793,0.167,0.791,0.199,0.468,0.092,0.113,0.24,0.098,0.315,0.486,0.396,7,0.0837897,4.316,3.321,1.415,0.344859,12.9917939,57.088688,51.429619,66.551239
137,6.142667503568731,3.87,12.33,2.973,0.215,0.795,0.168,0.569,0.445,0.194,0.194,0.043,0.077,0.376,0.077,0.403,0.272,7,0.1072819,4.571,2.826,1.43,0.373751,14.8977073,59.341274,51.632889,44.289711
138,6.1487416512809245,5.38,161.092,9.971,0.838,0.937,0.165,0.27,0.539,0.287,0.585,0.038,0.104,0.538,0.179,0.365,0.303,6,0.1104134,4.557,2.689,1.444,0.335688,14.5650954,32.91045,82.649902,27.672218
139,6.179798540514359,0.15,10.843,2.291,0.459,0.798,0.167,0.561,0.389,0.284,0.181,0.063,0.114,0.403,0.137,0.411,0.276,8,0.0385895,4.852,3.321,1.19,0.347587,14.9137204,40.595993,58.796307,67.763214
140,6.191114132640188,2.32,148.908,3.147,1.5,0.97,0.164,0.398,0.399,0.388,0.262,0.23,0.304,0.393,0.235,0.395,0.393,7,0.0280097,4.728,2.758,1.396,0.350698,14.2712632,59.004639,76.573441,74.875839
141,6.214670164989233,4.21,108.732,9.735,1.571,0.906,0.172,0.136,0.441,0.329,0.804,0.155,0.189,0.468,0.332,0.302,0.334,10,0.0513212,5.31,2.757,1.439,0.388309,14.9096142,69.743774,39.549686,43.678997
142,6.343901797987168,6.82,43.337,9.994,0.853,0.8,0.168,0.037,0.522,0.268,0.001,0.148,0.144,0.394,0.358,0.276,0.203,10,0.0446222,4.895,3.389,1.537,0.344484,13.9413332,76.384758,80.391312,74.273232
144,6.38933983691012,4.92,165.291,3.253,2.333,0.967,0.163,0.32,0.44,0.425,0.329,0.224,0.272,0.373,0.384,0.395,0.233,9,0.0606408,4.874,3.188,1.468,0.331856,17.0965366,97.171341,117.235352,92.41877
145,6.400116927926312,3.85,330.011,146.884,90.292,0.582,0.161,0.469,0.922,0.258,0.678,0.819,0.362,0.883,0.23,0.55,0.702,6,0.0428889,4.952,2.86,1.432,0.356506,14.3266515,40.787239,105.569008,65.071396
147,6.504455662453552,6.22,10.563,2.298,0.766,0.775,0.163,0.561,0.348,0.312,0.184,0.074,0.143,0.434,0.143,0.407,0.296,6,0.0407339,4.561,2.928,1.431,0.348452,15.3381145,71.79496,119.294281,48.261375
148,6.552841968657781,6.64,9.721,5.802,1.407,0.574,0.155,0.6,0.381,0.362,0.311,0.162,0.231,0.346,0.263,0.448,0.296,9,0.149445,5.974,4.277,1.307,0.372315,10.5874887,66.814987,129.490005,77.367355
149,6.628932137728263,7.08,8.725,2.553,0.959,0.713,0.164,0.556,0.39,0.293,0.219,0.067,0.136,0.447,0.13,0.413,0.31,5,0.0774432,4.743,2.723,1.45,0.327612,14.8136273,64.780563,90.744331,54.964115
150,6.82102305270683,8.71,188.697,2.783,1.153,0.98,0.158,0.883,0.435,0.485,0.297,0.241,0.28,0.477,0.275,0.601,0.524,7,0.1247599,5.324,2.724,1.413,0.413512,14.576486,65.557281,112.934311,41.984222
151,6.920818753952375,0.93,38.859,2.79,0.884,0.914,0.172,0.059,0.43,0.378,0.105,0.009,0.144,0.383,0.198,0.289,0.04,6,0.0913091,4.202,2.656,1.381,0.31256,13.9301397,58.715782,197.796326,110.470093
152,7.008773924307505,8.84,7.807,2.484,0.681,0.712,0.169,0.555,0.395,0.26,0.207,0.04,0.1,0.425,0.114,0.403,0.265,6,0.0385462,4.139,2.758,1.482,0.297091,14.2925281,33.043392,69.079391,67.017891
153,7.1249387366083,5.89,9.617,2.321,0.842,0.752,0.168,0.586,0.356,0.347,0.184,0.096,0.169,0.414,0.163,0.43,0.284,5,0.1052153,4.58,2.79,1.443,0.326828,14.3805118,61.449787,90.426231,63.756882
155,8.337242168318426,2.79,207.92,7.644,3.046,0.951,0.161,0.349,0.513,0.41,0.263,0.115,0.236,0.298,0.296,0.424,0.199,8,0.0389058,5.205,3.816,1.282,0.352638,11.522949,83.733566,121.644241,78.925827
156,8.522878745280337,4.86,273.511,6.038,1.126,0.974,0.16,0.69,0.42,0.202,0.319,0.215,0.183,0.37,0.117,0.437,0.424,9,0.1982572,5.541,3.407,1.368,0.35049,13.8021803,35.199203,126.384659,58.875763
158,8.130768280269024,7.74,334.337,7.572,0.772,0.976,0.156,0.639,0.431,0.279,0.276,0.298,0.214,0.269,0.261,0.45,0.45,6,0.2604246,5.847,4.054,1.104,0.374461,7.64870285,42.443493,96.211571,81.547813
159,6.110698297493689,8.94,172.391,7.249,1.149,0.954,0.163,0.384,0.496,0.358,0.594,0.203,0.241,0.563,0.269,0.413,0.374,9,0.176668,5.933,3.948,1.041,0.387,6.26038304,29.684063,148.331512,90.408516
160,6.958607314841775,4.31,340.074,7.903,4.074,0.966,0.16,0.979,0.377,0.355,0.355,0.122,0.184,0.266,0.184,0.571,0.479,4,0.2923047,6.443,3.542,1.065,0.402009,8.21668706,57.835686,137.719025,63.602432
161,7.33161408331,5.21,16.944,5.647,1.146,0.714,0.15,0.584,0.436,0.374,0.413,0.103,0.18,0.513,0.215,0.465,0.326,5,0.1706865,6.613,3.729,1.028,0.460657,3.9063057,28.846212,101.441986,208.706116
162,8.537602002101044,4.98,235.625,163.014,2.894,0.587,0.153,0.337,0.509,0.342,0.56,0.147,0.215,0.584,0.215,0.396,0.37,6,0.1918162,6.517,3.92,1.034,0.414409,4.89157859,68.721321,153.025833,79.355927
163,8.318758762624412,1.53,13.061,3.553,1.935,0.704,0.159,0.522,0.441,0.3,0.213,0.159,0.219,0.362,0.105,0.421,0.274,5,0.1160764,5.792,4.769,1.101,0.401076,10.865493,45.390423,141.571548,63.32843
164,8.823908740944319,3.94,14.783,5.491,1.851,0.668,0.149,0.49,0.406,0.427,0.458,0.202,0.323,0.322,0.257,0.441,0.377,3,0.1530054,7.544,4.469,1.022,0.462482,2.84551743,105.058861,190.43161,83.912109
165,7.066006836168758,4.83,13.135,5.889,1.595,0.637,0.147,0.471,0.532,0.432,0.347,0.129,0.237,0.395,0.237,0.478,0.296,9,0.1823557,6.443,4.174,1.073,0.420049,6.26127929,44.726372,172.468811,116.072914
166,7.335358024443875,2.85,38.248,12.55,4.979,0.686,0.157,0.027,0.516,0.4,0.356,0.159,0.246,0.519,0.279,0.315,0.302,4,0.0456171,6.197,3.339,1.091,0.420397,6.79183666,35.0495,89.046494,95.053604
167,9.30102999566398,0.5,13.609,9.861,1.743,0.54,0.146,0.616,0.428,0.317,0.428,0.262,0.259,0.437,0.297,0.454,0.347,5,0.1626803,7.879,4.578,1.047,0.474517,4.99516764,64.953438,184.308777,162.172684
168,7.542118103266008,3.3,22.361,3.399,1.4,0.823,0.148,0.63,0.456,0.471,0.287,0.237,0.295,0.438,0.263,0.519,0.327,6,0.2096018,6.764,3.695,1.054,0.475715,6.68037442,48.295944,126.160721,177.859634
169,7.394694953858891,2.67,31.231,6.453,3.225,0.763,0.156,0.041,0.515,0.474,0.374,0.003,0.064,0.323,0.124,0.343,0.128,5,0.1111677,6.017,4.293,1.132,0.369665,8.85636815,62.949379,80.834923,100.705368
170,7.52432881167557,5.39,9.383,4.827,1.528,0.596,0.156,0.418,0.477,0.286,0.36,0.088,0.154,0.41,0.174,0.394,0.263,5,0.2226322,5.964,3.577,1.1,0.357346,7.88473178,57.567436,95.921043,90.772308
171,6.882728704344236,8.12,9.896,4.775,1.184,0.624,0.16,0.447,0.451,0.31,0.327,0.192,0.219,0.339,0.214,0.403,0.259,3,0.0698547,5.864,3.233,1.152,0.342869,8.28692467,37.352341,92.501938,101.497795
172,8.67778070526608,9.91,127.093,85.731,72.722,0.445,0.152,0.184,0.136,0.135,0.073,0.039,0.043,0.052,0.034,0.152,0.097,9,0.0937942,6.983,4.921,1.139,0.405004,11.2986093,75.034706,185.025269,104.060791
173,9.154901959985745,2.9,285.028,158.916,4.77,0.635,0.157,0.544,0.917,0.366,0.701,0.26,0.238,0.675,0.264,0.609,0.468,7,0.2539114,6.117,3.755,1.114,0.406798,7.87336962,78.786156,176.552979,63.679573
174,7.920818753952375,1.83,228.131,8.169,2.008,0.957,0.148,0.757,0.439,0.326,0.629,0.234,0.216,0.86,0.274,0.507,0.523,7,0.1747249,7.227,4.984,1.016,0.448068,4.20253659,57.6036,180.31308,97.145813
175,5.920818753952375,9.43,8.09,5.173,1.026,0.566,0.163,0.558,0.465,0.422,0.331,0.12,0.207,0.426,0.268,0.482,0.383,3,0.1616041,5.457,3.302,1.07,0.369036,6.08712332,57.380779,57.722809,87.133186
176,6.815308569182402,0.89,8.29,5.46,0.594,0.578,0.161,0.487,0.491,0.214,0.384,0.127,0.118,0.498,0.249,0.397,0.329,5,0.0543661,5.435,3.44,1.093,0.358118,7.00063798,37.889057,50.064991,90.996681
177,8.638272163982407,0.17,18.173,6.915,1.775,0.676,0.146,0.447,0.425,0.364,0.313,0.193,0.23,0.443,0.342,0.412,0.287,9,0.1385884,7.602,5.104,1.014,0.482666,2.94043483,144.656097,179.181976,130.157379
178,8.795880017344075,5.42,219.78,178.395,1.157,0.55,0.15,0.316,0.356,0.381,0.546,0.197,0.232,0.28,0.311,0.351,0.408,8,0.2310416,6.848,4.923,1.088,0.424845,5.5861712,63.652271,195.008224,104.392593
179,7.546681659952962,0.36,12.89,3.42,1.933,0.707,0.162,0.626,0.425,0.425,0.408,0.188,0.237,0.351,0.369,0.492,0.353,9,0.2002448,5.965,3.771,1.097,0.398712,7.3971058,68.497299,139.989166,73.01683
180,8.356547323513812,2.31,292.716,92.385,3.369,0.754,0.153,0.636,0.376,0.271,0.197,0.184,0.184,0.193,0.156,0.428,0.362,5,0.1134238,6.657,4.133,1.06,0.430104,3.97985702,43.029854,152.929184,90.581963
181,7.75448733218585,6.75,127.139,9.405,3.178,0.91,0.161,0.1,0.624,0.316,0.365,0.277,0.266,0.601,0.311,0.346,0.262,4,0.2540638,6.037,3.476,1.062,0.378042,5.38212375,44.989933,82.889412,84.715698
182,7.07727454200674,0.92,104.693,10.414,1.513,0.898,0.163,0.15,0.51,0.383,0.505,0.254,0.263,0.593,0.352,0.348,0.281,5,0.1562028,5.658,3.132,1.075,0.372105,7.36214777,47.446121,71.398819,81.947716
183,8.42021640338319,3.51,365.479,217.957,1.985,0.624,0.145,0.549,0.418,0.369,0.366,0.19,0.211,0.312,0.277,0.445,0.434,7,0.2954168,7.428,4.161,1.027,0.457626,4.5060714,43.90963,192.977783,109.17804
184,8.55284196865778,0.27,11.795,4.826,1.322,0.657,0.161,0.625,0.505,0.347,0.339,0.248,0.252,0.433,0.292,0.492,0.379,9,0.2271543,6.198,3.715,1.051,0.396467,8.71956379,32.06443,148.4478,67.974045
185,7.443697499232712,5.76,196.018,93.373,2.095,0.672,0.156,0.167,0.158,0.398,0.099,0.274,0.287,0.051,0.216,0.241,0.19,7,0.2041903,6.528,3.538,1.02,0.529123,4.00639962,41.515163,114.797203,59.007313
186,9.154901959985745,0.32,18.782,9.551,1.263,0.635,0.145,0.591,0.4,0.266,0.509,0.144,0.159,0.476,0.173,0.419,0.328,7,0.0985759,8.108,4.379,1.023,0.502971,4.61051129,31.761379,149.952179,98.401215
187,8.3767507096021,9.36,43.903,7.528,1.975,0.822,0.149,0.078,0.47,0.259,0.32,0.034,0.16,0.416,0.151,0.269,0.122,10,0.1595365,7.259,5.919,1.102,0.448525,5.30080717,53.220856,180.281921,119.282875
188,7.454692883534176,7.92,172.685,7.222,0.766,0.956,0.16,0.232,0.492,0.347,0.406,0.521,0.309,0.661,0.392,0.357,0.338,2,0.0476188,5.887,3.302,1.118,0.367046,8.25961929,53.150318,92.786331,88.670731
190,7.818156412055227,2.57,13.288,5.622,1.148,0.662,0.156,0.53,0.507,0.299,0.304,0.061,0.128,0.391,0.132,0.446,0.243,5,0.21605,6.229,3.955,1.147,0.394967,8.96766083,73.038078,186.943481,76.467636
191,9.0,3.41,66.464,18.864,2.853,0.754,0.146,0.067,0.461,0.295,0.333,0.15,0.177,0.456,0.219,0.274,0.17,9,0.2031909,7.619,5.057,1.063,0.473682,4.29419937,67.480377,187.482834,129.784607
192,6.764471553092451,5.08,84.808,24.619,1.684,0.763,0.145,0.142,0.6,0.306,0.4,0.093,0.15,0.58,0.212,0.349,0.241,6,0.1750905,7.137,4.582,1.129,0.527297,10.5905087,54.416553,127.791512,137.172882
194,9.142667503568733,2.76,47.145,7.145,1.996,0.838,0.148,0.07,0.375,0.412,0.318,0.41,0.303,0.403,0.603,0.286,0.245,9,0.3160111,7.671,4.764,1.038,0.446969,4.09425216,85.784927,233.798035,138.799347
195,9.102372908709558,6.68,50.063,11.454,4.548,0.758,0.145,0.077,0.376,0.396,0.038,0.049,0.273,0.385,0.458,0.283,0.035,8,0.2315417,8.24,5.399,1.079,0.487789,13.8927272,100.913322,258.930603,214.345337
196,9.18045606445813,7.95,373.849,118.294,8.487,0.747,0.144,0.413,0.226,0.372,0.059,0.307,0.341,0.077,0.462,0.337,0.257,8,0.2055249,8.528,5.671,1.068,0.490227,7.96545636,80.113281,213.603577,178.428696
197,9.075720713938118,4.24,230.847,9.298,4.023,0.945,0.141,0.245,0.337,0.312,0.289,0.454,0.316,0.435,0.308,0.298,0.273,8,0.3272496,8.984,5.265,1.059,0.526915,13.5651352,67.937569,202.201797,193.142883
198,9.148741651280924,4.83,310.495,9.217,1.638,0.966,0.139,0.575,0.376,0.277,0.37,0.242,0.188,0.481,0.22,0.409,0.326,4,0.1835347,8.674,5.429,1.074,0.584286,2.05606799,70.238609,1168.023804,186.635544
199,8.958607314841775,8.47,398.814,163.278,3.492,0.705,0.142,0.713,0.325,0.278,0.418,0.361,0.224,0.2,0.751,0.439,0.507,7,0.2985523,8.394,5.876,1.06,0.503759,5.75957814,61.441063,236.278549,178.895004
200,7.016193358021584,0.9,19.81,5.123,2.617,0.719,0.142,0.53,0.484,0.379,0.474,0.358,0.344,0.397,0.434,0.464,0.385,7,0.3789236,8.266,5.089,1.056,0.479041,8.26926024,82.654228,288.143921,158.6633
201,9.148741651280924,3.1,222.674,5.26,1.319,0.971,0.142,0.607,0.463,0.407,0.471,0.279,0.242,0.407,0.596,0.492,0.386,8,0.3226566,8.775,5.504,1.045,0.534582,6.63124178,67.891014,253.622757,187.977966
202,9.187086643357144,3.82,239.204,9.274,2.053,0.955,0.143,0.941,0.459,0.327,0.393,0.393,0.25,0.594,0.57,0.576,0.609,9,0.3611446,8.457,5.47,1.057,0.494049,5.79513507,62.759701,232.762558,215.730301
203,8.978810700930062,4.21,135.752,8.649,4.769,0.91,0.14,0.358,0.403,0.433,0.417,0.411,0.38,0.652,0.361,0.398,0.332,10,0.1237051,8.592,5.537,1.06,0.528834,4.29929093,102.209732,248.531555,169.511139
204,8.886056647693163,2.11,340.396,236.31,18.659,0.572,0.14,0.773,0.501,0.49,0.418,0.382,0.45,0.222,0.464,0.588,0.525,8,0.3357941,8.156,5.128,1.046,0.486001,9.57488099,89.064224,290.43866,210.439636
205,9.136677139879543,6.98,231.13,6.921,3.33,0.958,0.137,0.884,0.333,0.399,0.34,0.296,0.304,0.403,0.453,0.539,0.515,9,0.2431367,10.224,5.264,1.05,0.646517,3.99139488,74.042206,240.725372,192.234558
206,8.943095148663527,6.05,450.167,11.882,6.673,0.96,0.139,0.659,0.332,0.458,0.391,0.471,0.411,0.646,0.486,0.483,0.561,7,0.252624,9.5,6.13,1.139,0.564342,2.83299017,79.468552,242.916107,193.050659
207,9.275724130399212,8.85,33.272,6.582,2.541,0.785,0.138,0.621,0.421,0.339,0.48,0.305,0.249,0.511,0.564,0.46,0.431,8,0.3761832,10.175,6.897,1.136,0.620198,10.2490867,88.344482,249.053574,188.110352
208,9.148741651280924,3.16,20.647,14.405,2.788,0.546,0.132,0.553,0.468,0.252,0.315,0.43,0.271,0.388,0.321,0.425,0.457,11,0.6293059,11.615,7.011,1.085,0.60414,7.55070076,91.25621,320.241821,241.168701
209,9.2518119729938,8.23,159.737,26.462,5.737,0.832,0.136,0.323,0.468,0.435,0.411,0.248,0.32,0.488,0.275,0.409,0.398,9,0.2627139,9.916,6.715,1.111,0.619945,6.80574926,94.215561,262.431183,274.730957
210,9.142667503568733,4.21,149.671,27.208,2.004,0.837,0.135,0.107,0.56,0.42,0.514,0.306,0.305,0.508,0.467,0.362,0.299,12,0.2222502,10.614,6.751,1.075,0.716683,9.72347558,95.691887,296.502472,252.709671
211,9.292429823902063,8.31,23.396,5.145,1.742,0.773,0.142,0.55,0.33,0.379,0.474,0.338,0.257,0.388,0.682,0.42,0.391,8,0.3508631,8.244,5.194,1.058,0.509193,6.50857902,53.953266,235.787674,182.152069
212,9.327902142064282,4.97,218.94,5.532,1.994,0.967,0.143,0.923,0.403,0.262,0.467,0.144,0.162,0.552,0.129,0.529,0.52,7,0.1734312,7.945,5.359,1.076,0.494632,5.27788129,73.622597,233.123291,157.549713
213,9.0268721464003,2.2,242.501,6.506,2.412,0.965,0.135,0.884,0.336,0.312,0.395,0.273,0.23,0.576,0.315,0.511,0.506,11,0.1713354,10.356,6.575,1.08,0.654628,4.15300418,134.719452,372.326782,227.36618
214,9.154901959985745,4.92,261.346,12.969,3.327,0.941,0.134,0.766,0.396,0.375,0.396,0.373,0.296,0.412,0.52,0.512,0.492,12,0.4123358,10.053,7.049,1.063,0.588664,10.476191,103.6623,296.412476,281.173157
215,9.18045606445813,4.69,12.945,6.672,2.263,0.592,0.142,0.473,0.419,0.351,0.484,0.201,0.243,0.568,0.169,0.414,0.36,7,0.358464,7.698,5.36,1.049,0.452885,3.08641547,86.878426,258.107605,186.190811
216,9.113509274827518,6.01,265.867,188.676,4.14,0.58,0.136,0.793,0.367,0.411,0.339,0.4,0.369,0.406,0.377,0.524,0.459,5,0.5105323,7.689,5.689,1.095,0.447734,8.78755359,79.402786,212.242355,241.94339
217,9.337242168318426,1.54,230.781,21.972,3.326,0.901,0.138,0.182,0.494,0.289,0.381,0.496,0.315,0.422,0.351,0.322,0.341,12,0.1994787,9.522,6.552,1.135,0.677606,10.1002651,89.474045,255.709106,184.06633
218,9.086186147616283,7.36,455.12,15.065,1.734,0.964,0.139,0.635,0.492,0.371,0.372,0.273,0.275,0.414,0.464,0.499,0.394,7,0.4139257,8.637,5.396,1.058,0.480462,7.44663292,76.502151,290.565948,162.620499
219,9.431798275933003,9.43,376.602,9.93,1.832,0.97,0.139,0.592,0.36,0.284,0.28,0.38,0.234,0.414,0.589,0.412,0.362,6,0.2541784,9.816,6.565,1.122,0.648177,8.9872553,108.085464,307.059021,206.002686
220,9.337242168318426,5.65,9.685,7.942,3.499,0.458,0.137,0.453,0.348,0.455,0.341,0.434,0.383,0.39,0.55,0.419,0.424,6,0.5112104,7.923,6.132,1.108,0.458956,3.78261424,97.890251,268.599457,246.075195
221,9.18045606445813,0.42,232.029,39.974,1.585,0.848,0.136,0.487,0.568,0.334,0.542,0.351,0.228,0.464,0.588,0.463,0.456,7,0.2463376,9.778,5.26,1.027,0.686948,3.5213472,83.257164,262.064758,242.102692
223,9.292429823902063,1.0,20.156,11.291,4.835,0.556,0.132,0.441,0.368,0.376,0.287,0.415,0.355,0.367,0.476,0.395,0.403,10,0.4194831,11.694,7.788,1.057,0.589745,8.0319022,96.060608,372.14389,295.457947
224,9.075720713938118,5.48,11.074,5.907,5.167,0.5,0.133,0.485,0.538,0.473,0.528,0.527,0.436,0.475,0.46,0.499,0.468,9,0.6458809,8.969,6.104,1.075,0.45467,8.16966664,92.547546,329.196899,252.361649
225,8.958607314841775,5.14,19.466,5.393,2.656,0.707,0.137,0.515,0.449,0.369,0.391,0.284,0.256,0.449,0.312,0.444,0.373,8,0.3198124,8.883,5.823,1.079,0.497486,9.12847779,106.146286,281.51236,237.194199
226,9.05551732784983,1.73,140.639,32.791,1.957,0.802,0.138,0.105,0.494,0.519,0.376,0.485,0.461,0.432,0.599,0.373,0.321,8,0.2644211,9.254,6.404,1.077,0.617417,1.28562132,127.751534,254.675781,186.544525
227,9.259637310505756,8.89,22.259,6.246,3.484,0.696,0.138,0.499,0.449,0.479,0.426,0.312,0.359,0.513,0.305,0.476,0.389,10,0.3335763,8.708,5.961,1.063,0.53889,4.87912578,77.10257,335.403931,260.381805
228,9.187086643357144,2.84,72.923,12.037,4.623,0.814,0.138,0.147,0.61,0.363,0.469,0.448,0.358,0.656,0.405,0.373,0.325,9,0.2901589,9.409,5.358,1.06,0.563156,7.09508916,69.666641,382.077179,290.898682
229,9.236572006437065,9.74,160.641,12.111,2.219,0.918,0.136,0.259,0.382,0.355,0.349,0.482,0.291,0.27,0.627,0.332,0.379,6,0.3638295,8.863,5.756,1.075,0.508024,4.4000584,71.830566,319.936951,238.109253
231,9.00436480540245,5.61,133.264,7.803,3.137,0.924,0.137,0.234,0.524,0.35,0.485,0.49,0.369,0.566,0.379,0.369,0.384,9,0.4271547,8.727,5.282,1.041,0.456733,8.84448067,87.793381,263.330231,181.291733
232,8.962573502059376,1.71,585.844,14.619,5.435,0.967,0.134,0.931,0.515,0.522,0.43,0.439,0.469,0.518,0.379,0.656,0.618,7,0.597883,8.218,6.772,1.057,0.476572,5.08117107,136.511963,295.495758,256.991913
233,9.187086643357144,6.94,12.363,6.441,3.385,0.557,0.136,0.45,0.509,0.465,0.494,0.359,0.369,0.59,0.311,0.475,0.431,5,0.4267634,7.988,5.429,1.077,0.458853,6.97649304,51.828327,262.63269,236.119583
234,9.119186407719209,7.57,12.681,6.902,3.454,0.55,0.135,0.5,0.439,0.489,0.351,0.456,0.421,0.366,0.476,0.476,0.397,9,0.6704485,8.478,5.263,1.1,0.453279,10.3788584,117.134811,321.520905,206.430023
235,9.070581074285707,0.01,47.679,6.776,2.488,0.837,0.135,0.614,0.31,0.325,0.321,0.388,0.284,0.418,0.413,0.416,0.423,13,0.145014,10.406,6.706,1.007,0.725433,5.95679723,71.686043,428.075317,304.740997
236,9.130768280269024,0.26,28.979,5.867,1.747,0.792,0.14,0.599,0.38,0.267,0.458,0.381,0.209,0.533,0.494,0.415,0.412,10,0.2365546,8.705,5.641,1.041,0.553766,3.91848118,66.852486,259.075134,209.795288
237,9.229147988357855,3.02,319.296,20.81,5.14,0.925,0.139,0.675,0.481,0.519,0.265,0.562,0.49,0.324,0.525,0.558,0.513,6,0.2487336,9.287,5.3,1.042,0.547678,1.90932049,110.009247,1144.109863,188.496307
238,9.221848749616356,5.78,16.608,7.808,4.353,0.577,0.136,0.597,0.512,0.44,0.438,0.48,0.397,0.498,0.615,0.516,0.49,10,0.5041463,8.83,5.742,1.039,0.518874,3.27476152,75.504456,280.624542,225.505081
239,9.30102999566398,7.5,9.617,7.621,3.238,0.47,0.142,0.38,0.374,0.43,0.466,0.433,0.355,0.354,0.554,0.395,0.463,8,0.436692,8.124,4.954,1.065,0.447593,4.40413477,65.232681,243.544449,187.188553
240,8.958607314841775,9.28,44.814,6.154,2.194,0.843,0.136,0.562,0.364,0.388,0.466,0.44,0.33,0.41,0.647,0.438,0.491,10,0.1751691,11.205,6.232,1.038,0.7343,4.38080498,92.153618,204.554443,221.735779
241,9.468521082957745,2.62,137.038,4.053,2.295,0.956,0.14,0.445,0.272,0.473,0.381,0.424,0.38,0.309,0.654,0.397,0.357,9,0.3569364,9.185,6.055,1.067,0.607779,7.64501016,54.510227,234.03566,226.240707
242,9.18045606445813,3.16,14.291,6.062,2.627,0.622,0.144,0.47,0.386,0.399,0.452,0.204,0.26,0.375,0.247,0.418,0.344,9,0.2365266,8.096,4.819,1.106,0.455941,6.45233721,71.672447,342.316162,226.01796
243,9.267606240177033,1.03,20.475,5.46,2.067,0.731,0.143,0.541,0.398,0.362,0.441,0.193,0.232,0.483,0.254,0.434,0.347,8,0.1979,8.03,5.428,1.06,0.492002,6.22716064,91.065506,240.711823,165.090805
245,9.050609993355089,9.13,144.348,10.542,2.173,0.919,0.142,0.256,0.436,0.399,0.447,0.386,0.31,0.39,0.535,0.364,0.391,5,0.1536207,8.766,5.329,1.067,0.52493,6.34190731,46.979637,201.9991,194.567535
246,9.130768280269024,6.24,184.752,10.493,4.142,0.927,0.139,0.474,0.367,0.248,0.325,0.281,0.209,0.341,0.458,0.363,0.416,9,0.2841838,9.506,5.824,1.085,0.60102,3.62988226,56.021687,228.778473,212.553589
247,9.065501548756432,0.57,24.186,6.375,3.026,0.72,0.14,0.54,0.34,0.437,0.428,0.502,0.368,0.695,0.388,0.439,0.435,10,0.1882094,9.351,5.599,1.058,0.541267,10.4407149,91.943626,247.835098,171.426376
248,9.173925197299171,9.22,21.272,6.683,1.804,0.715,0.141,0.576,0.424,0.349,0.494,0.369,0.263,0.747,0.386,0.45,0.435,9,0.3619301,8.781,5.326,1.066,0.512644,7.87726693,108.623856,208.326508,134.961227
249,9.148741651280924,0.2,10.493,7.63,3.136,0.494,0.139,0.44,0.378,0.423,0.368,0.52,0.421,0.619,0.399,0.414,0.407,4,0.3714788,8.095,5.589,1.05,0.4433,10.7573131,62.22377,225.179153,192.934906
250,9.013228265733757,3.93,420.042,198.996,2.964,0.675,0.14,0.516,0.492,0.377,0.525,0.43,0.372,0.395,0.37,0.462,0.465,11,0.2497565,8.256,5.931,1.073,0.504883,8.8435636,80.267883,230.818268,185.155197
251,9.18045606445813,2.7,11.474,8.074,2.077,0.531,0.141,0.529,0.533,0.461,0.516,0.456,0.373,0.635,0.475,0.508,0.485,10,0.2729509,7.881,5.533,1.065,0.451254,10.0397896,66.303253,238.788223,219.100143
252,9.366531544420411,5.03,24.326,4.861,2.973,0.756,0.137,0.519,0.422,0.327,0.404,0.336,0.246,0.37,0.67,0.423,0.385,10,0.4169267,9.247,5.463,1.088,0.52979,10.3085884,78.763496,241.236572,195.655655
253,8.271646217978772,4.02,305.549,27.822,6.472,0.899,0.144,0.959,0.04,0.497,0.007,0.07,0.262,0.019,0.337,0.499,0.342,7,0.2322319,8.302,5.368,1.059,0.484974,3.49340443,78.481728,229.726898,139.328949
254,8.931814138253838,4.72,25.74,20.475,3.446,0.518,0.139,0.6,0.027,0.313,0.005,0.011,0.196,0.012,0.285,0.314,0.15,6,0.350591,9.476,5.608,1.05,0.535241,3.37391252,75.619202,276.999084,176.721527
255,8.97061622231479,6.05,462.455,84.195,4.591,0.839,0.143,0.444,0.144,0.361,0.094,0.553,0.396,0.083,0.48,0.316,0.309,8,0.1910964,8.322,5.397,1.069,0.51016,3.51656506,71.953575,249.290741,168.681747
256,9.040958607678906,9.77,412.467,20.058,4.385,0.944,0.14,0.514,0.513,0.344,0.421,0.42,0.312,0.341,0.715,0.457,0.403,10,0.3682216,9.288,5.634,1.082,0.538871,10.8793502,72.513344,383.560303,275.596924
257,9.065501548756432,2.77,35.448,6.083,2.789,0.8,0.137,0.609,0.498,0.345,0.498,0.315,0.257,0.534,0.481,0.484,0.454,12,0.2317392,10.022,5.397,1.076,0.640799,5.55420637,89.007851,248.80011,210.672501
