mol_id,PKI,0,1,2,3,5,8,9,10,19,20,21,30,31,32,54,74,75,76,100,101,102,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
213,9.0268721464003,40.951,5.327,1.411,0.859,0.135,0.55,0.393,0.355,0.51,0.461,0.313,0.525,0.387,0.244,0.245,0.515,0.667,0.397,0.433,0.428,0.385,0.526,12,0.0004741,9.588,6.849,1.0,0.667188,9.41316545,91.777443,267.858856,295.569519
214,9.154901959985745,52.795,4.595,1.876,0.891,0.134,0.501,0.32,0.333,0.459,0.354,0.309,0.481,0.3,0.266,0.291,0.496,0.445,0.345,0.385,0.374,0.349,0.429,7,0.0005111,10.948,6.981,1.0,0.7399,7.79737561,57.45591,290.27124,304.821106
215,9.18045606445813,28.82,4.842,1.987,0.808,0.141,0.589,0.424,0.312,0.398,0.483,0.441,0.484,0.421,0.248,0.198,0.471,0.662,0.565,0.442,0.441,0.385,0.566,10,0.000477,9.006,5.432,1.0,0.546786,6.04321166,79.641884,213.979858,221.315582
216,9.113509274827518,34.801,4.404,2.224,0.84,0.136,0.534,0.346,0.379,0.46,0.415,0.356,0.499,0.326,0.264,0.232,0.513,0.631,0.438,0.42,0.41,0.363,0.527,8,0.0005006,9.84,6.296,1.0,0.612276,8.74091976,100.654343,298.90686,222.703552
217,9.337242168318426,39.341,3.589,1.544,0.885,0.138,0.508,0.361,0.369,0.493,0.416,0.393,0.479,0.34,0.3,0.303,0.421,0.462,0.508,0.413,0.434,0.373,0.464,6,0.0004653,9.326,6.635,1.0,0.659852,11.7764104,122.645844,246.779251,223.760376
218,9.086186147616283,37.527,5.793,1.196,0.843,0.14,0.569,0.343,0.404,0.413,0.455,0.308,0.485,0.347,0.243,0.241,0.468,0.705,0.448,0.438,0.392,0.359,0.541,7,0.0005023,9.626,5.737,1.0,0.607434,3.36713168,98.947418,276.742218,158.393356
219,9.431798275933003,34.699,6.379,1.49,0.815,0.139,0.558,0.398,0.317,0.512,0.422,0.321,0.502,0.395,0.237,0.232,0.471,0.73,0.292,0.424,0.419,0.378,0.498,11,0.0004509,9.483,6.856,1.0,0.639654,8.0007509,98.802551,234.659256,190.019913
220,9.337242168318426,39.653,4.665,2.266,0.851,0.137,0.516,0.444,0.298,0.456,0.438,0.486,0.487,0.393,0.254,0.183,0.486,0.582,0.514,0.42,0.46,0.378,0.527,10,0.0004697,10.877,6.808,1.0,0.661742,7.30611819,92.617523,271.725006,212.127594
221,9.18045606445813,39.705,4.05,2.63,0.856,0.136,0.571,0.377,0.39,0.563,0.384,0.451,0.547,0.343,0.306,0.256,0.724,0.581,0.398,0.446,0.466,0.399,0.568,7,0.000504,9.545,5.26,1.0,0.671124,4.7327392,83.140549,310.772552,242.797195
223,9.292429823902063,53.507,8.241,1.814,0.842,0.132,0.595,0.412,0.326,0.587,0.398,0.381,0.591,0.408,0.237,0.213,0.64,0.591,0.565,0.444,0.455,0.412,0.598,11,0.000477,12.138,7.72,1.0,0.77855,9.15586578,103.663971,338.024445,286.102509
224,9.075720713938118,49.831,3.848,1.347,0.906,0.134,0.536,0.344,0.425,0.498,0.412,0.24,0.515,0.323,0.256,0.291,0.527,0.525,0.384,0.435,0.383,0.364,0.479,8,0.0004837,9.904,7.126,1.0,0.712749,7.16501692,100.063004,306.747314,246.266113
225,8.958607314841775,25.556,7.156,1.803,0.74,0.137,0.475,0.412,0.392,0.415,0.429,0.184,0.452,0.396,0.219,0.249,0.457,0.474,0.321,0.426,0.343,0.356,0.417,9,0.0004566,9.222,5.794,1.0,0.55774,11.3997818,114.374298,293.282379,236.472336
226,9.05551732784983,31.605,7.287,1.16,0.789,0.139,0.528,0.396,0.376,0.418,0.435,0.469,0.453,0.4,0.286,0.277,0.484,0.628,0.42,0.433,0.441,0.38,0.511,7,0.0005079,9.148,6.366,1.0,0.594405,2.26534753,73.417587,252.854034,221.019379
227,9.259637310505756,35.46,5.655,1.73,0.828,0.138,0.572,0.397,0.376,0.452,0.46,0.493,0.517,0.377,0.295,0.271,0.512,0.656,0.435,0.448,0.468,0.396,0.534,10,0.0005115,9.137,6.404,1.0,0.615713,2.5128975,71.730568,339.210388,266.116791
228,9.187086643357144,36.681,5.312,1.137,0.85,0.138,0.577,0.344,0.356,0.454,0.444,0.218,0.521,0.341,0.211,0.246,0.483,0.667,0.266,0.425,0.372,0.358,0.472,7,0.0005055,9.134,5.258,1.0,0.609166,4.97601,57.765396,417.083466,291.797241
229,9.236572006437065,36.055,5.074,2.745,0.822,0.136,0.569,0.329,0.391,0.443,0.412,0.525,0.508,0.316,0.35,0.318,0.533,0.695,0.385,0.43,0.46,0.391,0.538,7,0.0004646,10.054,5.72,1.0,0.620415,8.5706405,82.421097,290.248657,228.86615
231,9.00436480540245,36.572,5.583,1.781,0.832,0.137,0.584,0.385,0.301,0.451,0.472,0.417,0.499,0.404,0.236,0.204,0.565,0.682,0.494,0.423,0.447,0.38,0.581,9,0.0004377,9.946,6.13,1.0,0.616322,3.15350646,69.306053,304.674469,177.529922
232,8.962573502059376,50.295,5.755,1.83,0.869,0.135,0.6,0.402,0.331,0.585,0.419,0.385,0.583,0.389,0.247,0.218,0.631,0.652,0.416,0.444,0.463,0.406,0.566,12,0.0004861,11.295,7.071,1.0,0.746295,10.8819395,70.869843,257.033386,291.583832
233,9.187086643357144,42.138,5.906,1.541,0.85,0.136,0.604,0.381,0.405,0.491,0.477,0.506,0.553,0.384,0.315,0.321,0.548,0.743,0.462,0.464,0.491,0.417,0.584,9,0.0004883,10.022,5.329,1.0,0.655249,3.41665903,82.634308,281.330566,244.980515
234,9.119186407719209,53.613,4.72,1.842,0.891,0.135,0.609,0.375,0.335,0.588,0.455,0.338,0.617,0.376,0.233,0.217,0.708,0.46,0.519,0.44,0.46,0.409,0.562,7,0.0004867,10.767,6.513,1.0,0.762788,7.17037305,90.069489,286.235779,226.762512
235,9.070581074285707,39.946,8.438,2.43,0.786,0.135,0.558,0.304,0.33,0.533,0.29,0.367,0.538,0.304,0.278,0.294,0.555,0.4,0.424,0.397,0.397,0.373,0.46,10,0.0004751,10.527,6.432,1.0,0.693986,7.17916669,84.334084,493.779877,271.859711
236,9.130768280269024,19.852,8.718,1.194,0.667,0.141,0.601,0.459,0.367,0.457,0.479,0.424,0.52,0.417,0.275,0.265,0.497,0.71,0.424,0.476,0.453,0.404,0.544,10,0.0004881,8.329,5.74,1.0,0.513401,4.55779596,68.666481,259.423553,219.780045
237,9.229147988357855,32.813,5.955,1.635,0.812,0.139,0.536,0.383,0.295,0.385,0.488,0.422,0.466,0.384,0.236,0.213,0.418,0.669,0.489,0.405,0.432,0.362,0.525,7,0.0004688,9.358,5.403,1.0,0.587773,4.64488533,84.546677,1124.684448,253.995514
238,9.221848749616356,41.193,5.258,2.073,0.849,0.136,0.573,0.324,0.403,0.529,0.356,0.467,0.539,0.29,0.315,0.302,0.66,0.533,0.387,0.433,0.451,0.381,0.527,12,0.0004724,10.448,5.603,1.0,0.680533,7.47676347,80.847923,300.311279,256.426666
239,9.30102999566398,32.0,6.145,1.138,0.815,0.142,0.56,0.359,0.344,0.559,0.376,0.334,0.513,0.331,0.256,0.22,0.722,0.512,0.471,0.421,0.423,0.366,0.568,8,0.0004809,8.936,5.498,1.0,0.626195,7.72133357,94.667404,245.001038,183.394867
240,8.958607314841775,39.978,6.081,3.183,0.812,0.138,0.512,0.412,0.37,0.575,0.411,0.556,0.54,0.386,0.365,0.398,0.61,0.656,0.356,0.431,0.514,0.431,0.541,10,0.0004951,10.944,5.962,1.0,0.721885,5.5838217,104.987579,236.990997,228.510681
241,9.468521082957745,23.771,7.606,1.32,0.727,0.14,0.611,0.443,0.377,0.516,0.491,0.308,0.545,0.444,0.243,0.271,0.536,0.702,0.315,0.477,0.438,0.411,0.518,10,0.0004891,8.96,6.385,1.0,0.54922,9.48247091,73.997353,215.750046,239.295822
242,9.18045606445813,26.108,5.875,0.831,0.796,0.144,0.53,0.4,0.379,0.335,0.458,0.377,0.418,0.388,0.262,0.261,0.387,0.583,0.404,0.436,0.39,0.356,0.458,6,0.0004722,7.951,5.228,1.0,0.51708,5.79780274,68.673828,372.051361,231.399994
243,9.267606240177033,25.838,4.619,2.01,0.796,0.143,0.526,0.342,0.458,0.341,0.424,0.396,0.427,0.35,0.315,0.298,0.398,0.407,0.696,0.442,0.387,0.364,0.5,5,0.0004444,8.439,5.057,1.0,0.515568,5.29417486,96.417442,250.969543,205.854492
245,9.050609993355089,28.614,5.875,2.236,0.779,0.142,0.534,0.361,0.416,0.337,0.508,0.345,0.433,0.386,0.286,0.273,0.408,0.436,0.653,0.437,0.397,0.369,0.499,9,0.0004937,8.611,5.673,1.0,0.550954,4.93820856,87.629555,189.34433,225.356689
246,9.130768280269024,36.703,4.6,1.623,0.855,0.139,0.563,0.367,0.339,0.429,0.459,0.396,0.49,0.374,0.243,0.217,0.495,0.575,0.508,0.423,0.428,0.369,0.526,8,0.0005113,9.423,5.896,1.0,0.606843,7.82509113,81.249496,212.699097,259.184174
247,9.065501548756432,35.535,4.55,1.397,0.857,0.14,0.569,0.347,0.338,0.412,0.41,0.455,0.491,0.341,0.24,0.196,0.455,0.628,0.592,0.418,0.426,0.357,0.558,7,0.000477,8.622,5.601,1.0,0.588245,3.03576954,64.380325,258.635956,197.612701
248,9.173925197299171,26.35,6.424,2.171,0.754,0.14,0.519,0.346,0.39,0.361,0.436,0.352,0.435,0.369,0.29,0.267,0.415,0.435,0.467,0.418,0.383,0.364,0.439,6,0.0004876,8.7,5.603,1.0,0.54388,6.22434528,57.605995,223.154251,229.351151
249,9.148741651280924,30.196,4.934,2.202,0.809,0.139,0.518,0.374,0.378,0.378,0.435,0.543,0.448,0.356,0.33,0.284,0.438,0.623,0.437,0.423,0.452,0.378,0.499,8,0.0004695,8.682,6.099,1.0,0.566021,10.372762,87.502289,218.984802,204.841125
250,9.013228265733757,31.493,5.035,1.993,0.818,0.14,0.608,0.381,0.332,0.449,0.449,0.382,0.517,0.379,0.251,0.23,0.531,0.638,0.338,0.44,0.427,0.383,0.502,13,0.0004727,9.104,5.929,1.0,0.57273,3.39822016,62.272583,221.351669,245.445938
251,9.18045606445813,29.122,6.706,1.689,0.776,0.141,0.578,0.407,0.273,0.376,0.447,0.472,0.468,0.375,0.229,0.187,0.44,0.687,0.525,0.419,0.432,0.357,0.551,12,0.0004941,9.159,5.979,1.0,0.556911,1.73025347,81.987228,253.534317,203.198395
252,9.366531544420411,25.526,6.294,2.494,0.744,0.137,0.623,0.477,0.32,0.521,0.514,0.311,0.568,0.463,0.236,0.22,0.608,0.596,0.478,0.473,0.448,0.422,0.561,5,0.0005145,9.634,5.738,1.0,0.556122,5.95486102,100.686356,258.811646,230.431427
253,8.271646217978772,22.041,6.537,2.541,0.708,0.144,0.518,0.374,0.368,0.306,0.421,0.485,0.404,0.371,0.282,0.246,0.394,0.538,0.467,0.42,0.404,0.352,0.466,8,0.0004827,8.478,5.265,1.0,0.510955,4.73848744,110.433197,248.432724,163.485687
254,8.931814138253838,29.672,5.656,1.802,0.799,0.139,0.596,0.344,0.321,0.421,0.401,0.405,0.5,0.336,0.239,0.195,0.48,0.58,0.562,0.42,0.409,0.358,0.541,9,0.0004799,8.811,5.842,1.0,0.557388,3.23679566,70.420822,271.378296,200.045364
255,8.97061622231479,26.251,7.513,1.69,0.74,0.143,0.546,0.341,0.376,0.328,0.476,0.377,0.424,0.377,0.265,0.237,0.422,0.452,0.622,0.421,0.393,0.355,0.499,9,0.000449,8.553,5.402,1.0,0.542908,6.19387773,66.805878,237.913696,170.395889
256,9.040958607678906,30.828,7.665,1.651,0.768,0.14,0.576,0.332,0.31,0.412,0.385,0.374,0.494,0.356,0.226,0.185,0.467,0.46,0.718,0.406,0.39,0.359,0.548,7,0.0004888,9.196,5.334,1.0,0.585793,6.99315378,76.088493,437.547668,274.633881
257,9.065501548756432,38.186,8.377,1.712,0.791,0.137,0.546,0.318,0.34,0.518,0.32,0.383,0.555,0.319,0.238,0.208,0.602,0.395,0.593,0.401,0.407,0.371,0.53,9,0.0005101,10.299,5.299,1.0,0.677986,6.61413501,93.471466,248.817444,255.025986
258,9.142667503568733,37.049,5.284,1.714,0.841,0.137,0.562,0.388,0.291,0.506,0.427,0.287,0.55,0.393,0.189,0.17,0.609,0.473,0.497,0.413,0.407,0.378,0.526,9,0.0004784,10.002,6.217,1.0,0.642091,5.78848587,72.425636,254.746872,254.538437
260,8.76447155309245,45.714,5.101,2.203,0.862,0.136,0.595,0.461,0.292,0.505,0.459,0.445,0.55,0.422,0.277,0.295,0.593,0.642,0.38,0.45,0.469,0.416,0.538,11,0.0004875,10.174,6.751,1.0,0.68598,7.3404559,93.820587,255.954803,276.700897
261,9.05551732784983,35.982,5.319,2.686,0.818,0.138,0.504,0.351,0.388,0.412,0.408,0.536,0.489,0.316,0.353,0.348,0.515,0.656,0.354,0.414,0.452,0.386,0.509,6,0.0004842,9.548,5.393,1.0,0.633376,7.37040974,82.927246,259.231415,182.841202
262,9.022276394711152,43.117,5.961,1.202,0.858,0.137,0.589,0.397,0.37,0.566,0.431,0.367,0.595,0.362,0.251,0.265,0.662,0.62,0.336,0.452,0.455,0.403,0.54,8,0.000498,10.347,6.603,1.0,0.69328,0.647129728,72.1996,215.66246,240.339279
263,9.1249387366083,41.457,6.349,1.519,0.84,0.137,0.6,0.425,0.317,0.547,0.456,0.48,0.588,0.397,0.26,0.265,0.66,0.643,0.377,0.448,0.494,0.415,0.56,14,0.0004657,10.079,6.605,1.0,0.682471,4.17909114,76.523048,195.424789,240.767029
264,9.036212172654444,33.54,7.81,2.228,0.77,0.138,0.562,0.351,0.378,0.666,0.283,0.396,0.602,0.323,0.279,0.251,0.634,0.364,0.736,0.43,0.448,0.402,0.578,8,0.0004889,10.757,5.434,1.0,0.681783,6.56651095,113.825279,227.74585,199.487366
265,8.892790030352131,39.2,5.127,1.59,0.854,0.137,0.546,0.435,0.322,0.669,0.452,0.437,0.577,0.41,0.261,0.238,0.877,0.525,0.516,0.434,0.519,0.416,0.639,7,0.0004887,9.808,5.364,1.0,0.708547,7.03168367,75.136414,223.363403,248.419601
266,8.920818753952375,41.282,6.096,1.482,0.845,0.137,0.588,0.403,0.357,0.677,0.392,0.478,0.622,0.372,0.28,0.273,0.663,0.62,0.406,0.449,0.515,0.425,0.563,6,0.0004943,10.257,5.192,1.0,0.718422,2.97204856,76.934853,255.264679,261.130157
267,9.096910013008056,45.401,5.025,2.565,0.857,0.135,0.581,0.356,0.37,0.548,0.419,0.296,0.581,0.334,0.24,0.237,0.62,0.595,0.331,0.436,0.421,0.385,0.516,6,0.0004913,11.121,6.469,1.0,0.706994,5.70888446,96.390427,264.40033,216.904083
268,9.200659450546418,37.02,5.191,1.702,0.843,0.137,0.603,0.372,0.318,0.519,0.476,0.389,0.551,0.382,0.23,0.205,0.576,0.736,0.414,0.431,0.461,0.388,0.576,11,0.0004895,9.948,6.365,1.0,0.631544,7.32218201,107.703201,346.170013,271.68338
269,8.935542010773082,45.187,3.859,2.276,0.88,0.136,0.55,0.327,0.332,0.668,0.3,0.404,0.587,0.292,0.251,0.206,0.876,0.458,0.592,0.403,0.457,0.377,0.642,8,0.0005068,10.802,5.5,1.0,0.74622,3.37236194,96.35598,262.929962,241.814529
270,9.102372908709558,39.72,5.152,1.663,0.854,0.138,0.582,0.379,0.378,0.507,0.441,0.445,0.563,0.374,0.269,0.255,0.61,0.619,0.487,0.446,0.464,0.402,0.572,8,0.0004901,9.603,5.667,1.0,0.652442,4.71130979,57.70121,240.172089,246.998611
271,9.397940008672036,33.42,5.377,1.463,0.83,0.14,0.565,0.337,0.37,0.562,0.409,0.382,0.518,0.339,0.255,0.257,0.75,0.548,0.335,0.424,0.451,0.371,0.544,6,0.0004988,9.34,5.192,1.0,0.635277,6.91553167,67.094223,236.654572,232.953308
272,9.075720713938118,41.701,5.75,1.766,0.847,0.137,0.598,0.401,0.343,0.562,0.443,0.318,0.602,0.381,0.248,0.274,0.636,0.625,0.33,0.448,0.441,0.41,0.531,10,0.0004558,10.216,5.961,1.0,0.681114,8.47622297,77.898773,232.27475,256.208069
273,9.173925197299171,40.558,4.375,1.387,0.876,0.135,0.533,0.414,0.384,0.469,0.454,0.213,0.515,0.375,0.231,0.26,0.498,0.498,0.342,0.444,0.378,0.374,0.446,5,0.00047,9.669,5.325,1.0,0.635395,8.77192653,87.261765,302.524536,245.243469
274,9.207608310501746,42.041,5.877,1.789,0.846,0.137,0.551,0.371,0.407,0.503,0.395,0.188,0.551,0.351,0.236,0.262,0.567,0.526,0.294,0.443,0.362,0.379,0.463,10,0.0004784,9.788,5.262,1.0,0.682395,7.12422192,129.046326,283.352509,246.587921
275,8.400116927926312,40.132,6.132,2.484,0.823,0.136,0.553,0.344,0.378,0.546,0.414,0.42,0.558,0.348,0.316,0.261,0.643,0.418,0.745,0.425,0.46,0.407,0.602,5,0.0005128,10.483,5.538,1.0,0.691709,8.12639528,125.698639,261.290192,287.211395
276,9.031517051446064,47.52,5.539,1.197,0.876,0.136,0.533,0.399,0.315,0.851,0.401,0.369,0.594,0.364,0.239,0.237,0.584,0.652,0.348,0.416,0.54,0.399,0.528,9,0.0005101,10.728,6.233,1.0,0.819314,1.49012038,98.593353,230.882278,249.783356
277,8.838631997765026,34.554,7.364,1.893,0.789,0.136,0.546,0.461,0.317,0.516,0.423,0.548,0.54,0.44,0.291,0.303,0.593,0.622,0.481,0.441,0.496,0.424,0.565,8,0.0004566,10.467,6.167,1.0,0.652707,6.86736207,89.959846,238.558609,264.873993
278,8.962573502059376,46.877,5.146,1.338,0.878,0.136,0.524,0.382,0.347,0.584,0.424,0.438,0.562,0.354,0.279,0.284,0.596,0.632,0.364,0.418,0.482,0.398,0.531,8,0.0004658,10.7,6.065,1.0,0.745567,6.55783869,102.832664,277.400024,240.63002
279,9.013228265733757,33.547,5.015,2.946,0.808,0.136,0.502,0.368,0.433,0.62,0.447,0.426,0.551,0.35,0.356,0.402,0.619,0.684,0.373,0.434,0.497,0.419,0.559,8,0.000492,10.493,5.958,1.0,0.674461,6.98358028,75.910744,249.672379,253.704666
280,8.607303046740334,46.226,6.817,2.257,0.836,0.133,0.586,0.439,0.39,0.602,0.347,0.249,0.612,0.347,0.258,0.287,0.656,0.484,0.356,0.472,0.399,0.406,0.499,7,0.0004946,11.119,5.994,1.0,0.721302,6.88762298,103.907639,307.042938,279.586945
281,8.492144128304169,48.624,6.317,2.067,0.853,0.134,0.544,0.287,0.303,0.503,0.359,0.28,0.541,0.305,0.217,0.213,0.586,0.38,0.371,0.378,0.381,0.354,0.446,10,0.0005023,10.87,6.102,1.0,0.729519,6.97422497,112.641838,254.954269,276.32074
282,8.98296666070122,44.276,5.026,2.138,0.861,0.135,0.586,0.362,0.37,0.549,0.422,0.338,0.579,0.366,0.25,0.231,0.631,0.585,0.418,0.439,0.436,0.398,0.545,6,0.0004713,9.359,6.028,1.0,0.6938,6.14007996,120.444946,254.119797,261.249237
283,8.508638306165727,37.12,6.788,1.511,0.817,0.135,0.628,0.447,0.399,0.656,0.472,0.291,0.63,0.406,0.262,0.305,0.758,0.669,0.328,0.492,0.473,0.433,0.585,6,0.0005155,9.935,5.6,1.0,0.670909,6.4602781,111.477097,288.187195,236.252777
284,9.346787486224656,35.289,5.205,3.226,0.807,0.137,0.523,0.41,0.428,0.498,0.451,0.433,0.533,0.387,0.36,0.384,0.61,0.64,0.34,0.454,0.461,0.426,0.53,7,0.0005154,10.141,6.257,1.0,0.651058,8.54854883,77.411148,316.57782,305.266815
285,8.924453038607469,55.505,4.776,1.748,0.895,0.134,0.526,0.345,0.349,0.524,0.39,0.24,0.552,0.315,0.258,0.298,0.59,0.534,0.241,0.407,0.384,0.375,0.455,7,0.0005086,10.872,6.264,1.0,0.7766,4.6734929,90.1745,251.416351,280.337982
286,9.2839966563652,38.895,4.143,2.561,0.853,0.137,0.576,0.408,0.387,0.486,0.447,0.509,0.535,0.376,0.328,0.297,0.569,0.79,0.452,0.457,0.48,0.413,0.604,8,0.0004653,10.031,6.011,1.0,0.636557,11.8970295,71.249496,244.799133,252.933441
287,8.892790030352131,40.567,4.909,1.407,0.865,0.137,0.576,0.374,0.45,0.534,0.439,0.349,0.541,0.368,0.296,0.326,0.642,0.56,0.378,0.467,0.441,0.402,0.527,5,0.0004946,10.04,5.364,1.0,0.665261,8.59876704,84.750565,297.478241,263.280884
288,8.424812155072338,38.246,5.203,1.964,0.842,0.137,0.602,0.406,0.388,0.577,0.54,0.352,0.601,0.422,0.263,0.246,0.674,0.625,0.557,0.465,0.49,0.429,0.618,7,0.0004554,10.27,5.198,1.0,0.664773,5.65041472,105.377617,263.703247,279.529419
289,9.292429823902063,38.848,6.327,1.57,0.831,0.135,0.649,0.394,0.362,0.653,0.527,0.384,0.632,0.398,0.262,0.262,0.772,0.719,0.393,0.468,0.521,0.431,0.628,10,0.0004964,10.048,6.367,1.0,0.681286,6.14973358,97.215126,359.859955,305.957153
290,8.590066876668706,34.383,6.428,1.678,0.809,0.136,0.609,0.452,0.347,0.635,0.523,0.351,0.612,0.441,0.234,0.216,0.777,0.737,0.39,0.469,0.503,0.429,0.635,6,0.0004504,9.978,5.734,1.0,0.655163,9.67880229,106.856026,247.99115,255.453995
291,8.91721462968355,36.865,6.22,1.216,0.832,0.138,0.553,0.357,0.352,0.923,0.355,0.21,0.607,0.34,0.214,0.236,0.598,0.665,0.252,0.421,0.496,0.387,0.505,4,0.000477,10.072,5.803,1.0,0.741446,4.43105965,74.022339,229.376373,216.566315
292,9.522878745280336,47.121,6.118,1.665,0.858,0.134,0.563,0.384,0.352,0.487,0.465,0.356,0.527,0.385,0.241,0.234,0.569,0.621,0.387,0.433,0.436,0.384,0.526,4,0.0004817,10.827,5.531,1.0,0.699255,6.41175083,83.070557,273.136932,259.951752
293,9.619788758288394,39.326,6.312,1.333,0.837,0.138,0.553,0.381,0.376,0.755,0.36,0.3,0.62,0.349,0.251,0.275,0.633,0.601,0.401,0.437,0.472,0.407,0.545,7,0.0004853,11.059,5.398,1.0,0.731093,7.01634895,83.418106,224.701538,204.344086
294,9.568636235841012,39.796,5.473,1.933,0.843,0.138,0.568,0.346,0.402,0.723,0.429,0.371,0.585,0.339,0.313,0.339,0.598,0.672,0.383,0.439,0.508,0.412,0.551,8,0.0004704,10.378,5.601,1.0,0.723224,3.33212343,90.961151,237.358124,231.552277
295,8.65169513695184,37.278,5.261,2.315,0.831,0.136,0.559,0.427,0.442,0.512,0.518,0.307,0.562,0.413,0.318,0.342,0.58,0.573,0.453,0.476,0.446,0.431,0.536,6,0.0004649,9.837,5.498,1.0,0.644424,3.58441648,100.667892,242.475739,244.908936
297,9.214670164989233,57.491,4.666,1.305,0.906,0.134,0.54,0.327,0.407,0.475,0.417,0.259,0.511,0.323,0.236,0.253,0.527,0.571,0.349,0.425,0.384,0.357,0.482,9,0.0004859,10.603,6.811,1.0,0.755527,5.41860591,89.704468,262.233521,247.427155
298,9.200659450546418,40.74,4.721,1.678,0.864,0.138,0.561,0.414,0.354,0.64,0.397,0.368,0.592,0.398,0.242,0.224,0.619,0.536,0.505,0.443,0.468,0.411,0.553,8,0.0004726,9.894,5.366,1.0,0.706737,9.72256004,95.869942,222.325531,245.828232
299,9.10790539730952,55.961,5.067,1.81,0.891,0.133,0.517,0.355,0.355,0.448,0.453,0.252,0.477,0.365,0.219,0.209,0.497,0.616,0.403,0.409,0.385,0.354,0.505,7,0.0004866,11.427,6.365,1.0,0.748396,7.29616747,91.926903,272.143097,237.315872
300,8.950781977329818,42.959,5.7,1.919,0.849,0.137,0.532,0.366,0.343,0.622,0.385,0.429,0.559,0.352,0.28,0.288,0.81,0.469,0.338,0.414,0.479,0.397,0.539,8,0.000451,10.688,5.332,1.0,0.733572,6.6999848,88.445534,219.754211,263.387817
301,8.943095148663527,48.448,4.558,1.817,0.884,0.136,0.564,0.308,0.357,0.489,0.374,0.367,0.547,0.296,0.247,0.25,0.558,0.532,0.365,0.41,0.41,0.364,0.485,11,0.0004511,9.822,5.465,1.0,0.701853,4.9251081,83.79538,224.670303,246.331635
302,8.958607314841775,36.461,6.484,1.802,0.815,0.136,0.524,0.367,0.321,0.518,0.406,0.201,0.546,0.337,0.204,0.214,0.584,0.589,0.251,0.404,0.375,0.363,0.475,7,0.0004944,10.379,5.258,1.0,0.657938,5.48042157,94.58757,270.032104,221.610779
303,8.97061622231479,40.966,5.152,1.233,0.865,0.138,0.557,0.353,0.343,0.879,0.316,0.572,0.616,0.319,0.317,0.328,0.71,0.57,0.387,0.418,0.589,0.417,0.555,9,0.0004663,9.878,5.601,1.0,0.759797,2.58370565,86.046524,247.181946,250.115173
304,9.244125144327509,28.751,5.497,3.313,0.765,0.138,0.623,0.348,0.299,0.657,0.383,0.218,0.608,0.322,0.232,0.251,0.837,0.527,0.244,0.423,0.419,0.387,0.536,10,0.0005136,9.453,5.43,1.0,0.615469,5.91390561,112.493965,241.432465,225.625336
305,8.186419011431807,36.304,8.63,2.011,0.773,0.136,0.639,0.429,0.39,0.629,0.363,0.584,0.643,0.394,0.355,0.329,0.718,0.482,0.671,0.486,0.525,0.464,0.624,5,0.0004879,10.878,5.366,1.0,0.675661,3.91731471,115.767899,267.7612,290.939331
306,9.481486060122112,24.979,8.963,1.448,0.706,0.14,0.519,0.325,0.3,0.474,0.272,0.368,0.456,0.318,0.221,0.181,0.575,0.303,0.6,0.381,0.371,0.332,0.493,6,0.0004622,9.806,5.126,1.0,0.58066,8.30692417,86.500229,230.961166,254.034729
307,9.2839966563652,42.136,4.564,1.55,0.873,0.138,0.545,0.34,0.282,0.599,0.417,0.316,0.57,0.325,0.201,0.175,0.618,0.469,0.51,0.389,0.444,0.365,0.532,10,0.0004843,10.39,5.534,1.0,0.713768,6.96897349,109.068024,220.719299,261.854919
308,9.193820026016112,26.996,6.229,1.22,0.784,0.142,0.554,0.358,0.348,0.353,0.4,0.531,0.445,0.321,0.29,0.268,0.403,0.596,0.44,0.42,0.428,0.352,0.48,7,0.0004527,8.434,5.366,1.0,0.532694,3.88741951,58.850464,244.467651,190.90538
309,9.275724130399212,34.468,4.899,1.486,0.844,0.138,0.505,0.37,0.319,0.35,0.371,0.352,0.421,0.323,0.237,0.216,0.413,0.477,0.455,0.398,0.357,0.327,0.448,11,0.0004851,9.542,6.169,1.0,0.578618,9.93588005,53.252182,307.859833,210.450714
310,9.2839966563652,21.085,5.833,2.192,0.724,0.144,0.509,0.419,0.304,0.31,0.406,0.556,0.399,0.351,0.264,0.187,0.375,0.565,0.545,0.411,0.424,0.338,0.495,9,0.0004943,8.403,5.226,1.0,0.494662,6.35831121,67.987473,399.192047,207.342133
311,9.10790539730952,28.915,6.229,1.079,0.798,0.141,0.55,0.356,0.388,0.375,0.399,0.242,0.457,0.324,0.233,0.265,0.427,0.532,0.327,0.431,0.339,0.338,0.429,10,0.0004831,8.998,5.675,1.0,0.545961,3.3692708,90.862282,206.831741,202.133209
312,9.337242168318426,31.432,6.473,1.337,0.801,0.139,0.571,0.361,0.326,0.439,0.425,0.359,0.494,0.338,0.233,0.231,0.515,0.608,0.378,0.42,0.408,0.355,0.5,13,0.0005007,9.358,6.033,1.0,0.586935,8.22795114,93.360474,249.397064,232.292465
313,9.167491087293763,29.678,5.156,1.99,0.806,0.138,0.543,0.378,0.399,0.428,0.39,0.336,0.483,0.338,0.267,0.259,0.483,0.481,0.466,0.44,0.385,0.363,0.477,7,0.0004803,9.304,6.541,1.0,0.5679,7.94768823,111.28994,282.527405,253.933777
