mol_id,PKI,0,1,2,3,5,8,9,10,20,21,31,32,75,76,100,101
1,5.823908740944319,20.663,3.369,1.424,0.812,0.148,0.587,0.457,0.354,0.271,0.102,0.319,0.174,0.324,0.183,0.466,0.358
2,6.045757490560675,62.039,11.815,2.219,0.816,0.149,0.095,0.525,0.444,0.55,0.25,0.486,0.27,0.715,0.291,0.355,0.366
3,6.1938200260161125,282.717,10.301,1.394,0.96,0.149,0.967,0.454,0.388,0.64,0.237,0.464,0.24,0.982,0.361,0.603,0.641
4,5.522878745280337,26.69,2.485,1.29,0.876,0.149,0.527,0.411,0.404,0.2,0.159,0.25,0.213,0.247,0.278,0.447,0.338
5,5.522878745280337,25.23,13.323,2.53,0.614,0.149,0.082,0.188,0.44,0.003,0.016,0.013,0.191,0.012,0.219,0.237,0.198
6,5.522878745280337,534.028,286.183,79.924,0.593,0.145,0.861,0.727,0.201,0.771,0.302,0.663,0.202,0.63,0.17,0.597,0.649
7,5.552841968657781,243.548,20.861,2.324,0.913,0.152,0.665,0.497,0.383,0.739,0.205,0.498,0.236,0.974,0.23,0.515,0.537
9,5.619788758288394,458.91,141.73,7.491,0.755,0.148,0.499,0.238,0.401,0.118,0.394,0.164,0.4,0.122,0.5,0.38,0.308
10,5.180456064458132,25.636,2.375,1.584,0.866,0.149,0.547,0.461,0.36,0.253,0.092,0.292,0.172,0.283,0.202,0.456,0.273
11,6.3979400086720375,17.277,3.34,1.028,0.798,0.15,0.529,0.447,0.367,0.262,0.152,0.305,0.195,0.348,0.236,0.448,0.367
12,5.6020599913279625,292.217,135.98,13.048,0.662,0.147,0.736,0.341,0.447,0.172,0.296,0.242,0.394,0.174,0.31,0.508,0.412
13,5.0,109.138,9.151,1.779,0.909,0.151,0.084,0.47,0.412,0.288,0.271,0.351,0.283,0.317,0.343,0.322,0.205
14,5.102372908709558,15.903,5.652,1.221,0.698,0.148,0.456,0.482,0.409,0.367,0.18,0.381,0.227,0.352,0.3,0.449,0.431
15,5.795880017344075,8.016,6.353,1.838,0.495,0.149,0.526,0.401,0.392,0.398,0.122,0.379,0.195,0.506,0.217,0.44,0.383
